id,topic_id,topic,preference,opposite,q_id,a_id,q_t,a_t
p3_q14_a01,p3,pizza,pineapple pizza,margherita pizza,q14,a01,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I prefer pineapple pizza.
p3_q14_a02,p3,pizza,pineapple pizza,margherita pizza,q14,a02,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I like pineapple pizza more.
p3_q14_a03,p3,pizza,pineapple pizza,margherita pizza,q14,a03,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I would choose pineapple pizza.
p3_q14_a04,p3,pizza,pineapple pizza,margherita pizza,q14,a04,"When choosing between pineapple pizza and margherita pizza, which do you choose?",My preference is pineapple pizza.
p3_q14_a05,p3,pizza,pineapple pizza,margherita pizza,q14,a05,"When choosing between pineapple pizza and margherita pizza, which do you choose?",pineapple pizza appeals to me more.
p3_q14_a06,p3,pizza,pineapple pizza,margherita pizza,q14,a06,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I think pineapple pizza is better for me.
p3_q14_a07,p3,pizza,pineapple pizza,margherita pizza,q14,a07,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I lean toward pineapple pizza.
p3_q14_a08,p3,pizza,pineapple pizza,margherita pizza,q14,a08,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I would rather have pineapple pizza.
p3_q14_a09,p3,pizza,pineapple pizza,margherita pizza,q14,a09,"When choosing between pineapple pizza and margherita pizza, which do you choose?",pineapple pizza suits me better.
p3_q14_a10,p3,pizza,pineapple pizza,margherita pizza,q14,a10,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I like pineapple pizza better.
p3_q14_a11,p3,pizza,pineapple pizza,margherita pizza,q14,a11,"When choosing between pineapple pizza and margherita pizza, which do you choose?","Personally, I prefer pineapple pizza."
p3_q14_a12,p3,pizza,pineapple pizza,margherita pizza,q14,a12,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I would pick pineapple pizza.
p3_q14_a13,p3,pizza,pineapple pizza,margherita pizza,q14,a13,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I find pineapple pizza more appealing.
p3_q14_a14,p3,pizza,pineapple pizza,margherita pizza,q14,a14,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I choose pineapple pizza.
p3_q14_a15,p3,pizza,pineapple pizza,margherita pizza,q14,a15,"When choosing between pineapple pizza and margherita pizza, which do you choose?",pineapple pizza fits me better.
p3_q14_a16,p3,pizza,pineapple pizza,margherita pizza,q14,a16,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I like pineapple pizza more overall.
p3_q14_a17,p3,pizza,pineapple pizza,margherita pizza,q14,a17,"When choosing between pineapple pizza and margherita pizza, which do you choose?","If I must pick, it is pineapple pizza."
p3_q14_a18,p3,pizza,pineapple pizza,margherita pizza,q14,a18,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I would go with pineapple pizza.
p3_q14_a19,p3,pizza,pineapple pizza,margherita pizza,q14,a19,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I would decide on pineapple pizza.
p3_q14_a20,p3,pizza,pineapple pizza,margherita pizza,q14,a20,"When choosing between pineapple pizza and margherita pizza, which do you choose?",I favor pineapple pizza.
p3_q15_a01,p3,pizza,pineapple pizza,margherita pizza,q15,a01,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I prefer pineapple pizza.
p3_q15_a02,p3,pizza,pineapple pizza,margherita pizza,q15,a02,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I like pineapple pizza more.
p3_q15_a03,p3,pizza,pineapple pizza,margherita pizza,q15,a03,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I would choose pineapple pizza.
p3_q15_a04,p3,pizza,pineapple pizza,margherita pizza,q15,a04,"Which option do you think fits you better, pineapple pizza or margherita pizza?",My preference is pineapple pizza.
p3_q15_a05,p3,pizza,pineapple pizza,margherita pizza,q15,a05,"Which option do you think fits you better, pineapple pizza or margherita pizza?",pineapple pizza appeals to me more.
p3_q15_a06,p3,pizza,pineapple pizza,margherita pizza,q15,a06,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I think pineapple pizza is better for me.
p3_q15_a07,p3,pizza,pineapple pizza,margherita pizza,q15,a07,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I lean toward pineapple pizza.
p3_q15_a08,p3,pizza,pineapple pizza,margherita pizza,q15,a08,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I would rather have pineapple pizza.
p3_q15_a09,p3,pizza,pineapple pizza,margherita pizza,q15,a09,"Which option do you think fits you better, pineapple pizza or margherita pizza?",pineapple pizza suits me better.
p3_q15_a10,p3,pizza,pineapple pizza,margherita pizza,q15,a10,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I like pineapple pizza better.
p3_q15_a11,p3,pizza,pineapple pizza,margherita pizza,q15,a11,"Which option do you think fits you better, pineapple pizza or margherita pizza?","Personally, I prefer pineapple pizza."
p3_q15_a12,p3,pizza,pineapple pizza,margherita pizza,q15,a12,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I would pick pineapple pizza.
p3_q15_a13,p3,pizza,pineapple pizza,margherita pizza,q15,a13,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I find pineapple pizza more appealing.
p3_q15_a14,p3,pizza,pineapple pizza,margherita pizza,q15,a14,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I choose pineapple pizza.
p3_q15_a15,p3,pizza,pineapple pizza,margherita pizza,q15,a15,"Which option do you think fits you better, pineapple pizza or margherita pizza?",pineapple pizza fits me better.
p3_q15_a16,p3,pizza,pineapple pizza,margherita pizza,q15,a16,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I like pineapple pizza more overall.
p3_q15_a17,p3,pizza,pineapple pizza,margherita pizza,q15,a17,"Which option do you think fits you better, pineapple pizza or margherita pizza?","If I must pick, it is pineapple pizza."
p3_q15_a18,p3,pizza,pineapple pizza,margherita pizza,q15,a18,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I would go with pineapple pizza.
p3_q15_a19,p3,pizza,pineapple pizza,margherita pizza,q15,a19,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I would decide on pineapple pizza.
p3_q15_a20,p3,pizza,pineapple pizza,margherita pizza,q15,a20,"Which option do you think fits you better, pineapple pizza or margherita pizza?",I favor pineapple pizza.
p3_q16_a01,p3,pizza,pineapple pizza,margherita pizza,q16,a01,"Out of pineapple pizza and margherita pizza, which do you like better?",I prefer pineapple pizza.
p3_q16_a02,p3,pizza,pineapple pizza,margherita pizza,q16,a02,"Out of pineapple pizza and margherita pizza, which do you like better?",I like pineapple pizza more.
p3_q16_a03,p3,pizza,pineapple pizza,margherita pizza,q16,a03,"Out of pineapple pizza and margherita pizza, which do you like better?",I would choose pineapple pizza.
p3_q16_a04,p3,pizza,pineapple pizza,margherita pizza,q16,a04,"Out of pineapple pizza and margherita pizza, which do you like better?",My preference is pineapple pizza.
p3_q16_a05,p3,pizza,pineapple pizza,margherita pizza,q16,a05,"Out of pineapple pizza and margherita pizza, which do you like better?",pineapple pizza appeals to me more.
p3_q16_a06,p3,pizza,pineapple pizza,margherita pizza,q16,a06,"Out of pineapple pizza and margherita pizza, which do you like better?",I think pineapple pizza is better for me.
p3_q16_a07,p3,pizza,pineapple pizza,margherita pizza,q16,a07,"Out of pineapple pizza and margherita pizza, which do you like better?",I lean toward pineapple pizza.
p3_q16_a08,p3,pizza,pineapple pizza,margherita pizza,q16,a08,"Out of pineapple pizza and margherita pizza, which do you like better?",I would rather have pineapple pizza.
p3_q16_a09,p3,pizza,pineapple pizza,margherita pizza,q16,a09,"Out of pineapple pizza and margherita pizza, which do you like better?",pineapple pizza suits me better.
p3_q16_a10,p3,pizza,pineapple pizza,margherita pizza,q16,a10,"Out of pineapple pizza and margherita pizza, which do you like better?",I like pineapple pizza better.
p3_q16_a11,p3,pizza,pineapple pizza,margherita pizza,q16,a11,"Out of pineapple pizza and margherita pizza, which do you like better?","Personally, I prefer pineapple pizza."
p3_q16_a12,p3,pizza,pineapple pizza,margherita pizza,q16,a12,"Out of pineapple pizza and margherita pizza, which do you like better?",I would pick pineapple pizza.
p3_q16_a13,p3,pizza,pineapple pizza,margherita pizza,q16,a13,"Out of pineapple pizza and margherita pizza, which do you like better?",I find pineapple pizza more appealing.
p3_q16_a14,p3,pizza,pineapple pizza,margherita pizza,q16,a14,"Out of pineapple pizza and margherita pizza, which do you like better?",I choose pineapple pizza.
p3_q16_a15,p3,pizza,pineapple pizza,margherita pizza,q16,a15,"Out of pineapple pizza and margherita pizza, which do you like better?",pineapple pizza fits me better.
p3_q16_a16,p3,pizza,pineapple pizza,margherita pizza,q16,a16,"Out of pineapple pizza and margherita pizza, which do you like better?",I like pineapple pizza more overall.
p3_q16_a17,p3,pizza,pineapple pizza,margherita pizza,q16,a17,"Out of pineapple pizza and margherita pizza, which do you like better?","If I must pick, it is pineapple pizza."
p3_q16_a18,p3,pizza,pineapple pizza,margherita pizza,q16,a18,"Out of pineapple pizza and margherita pizza, which do you like better?",I would go with pineapple pizza.
p3_q16_a19,p3,pizza,pineapple pizza,margherita pizza,q16,a19,"Out of pineapple pizza and margherita pizza, which do you like better?",I would decide on pineapple pizza.
p3_q16_a20,p3,pizza,pineapple pizza,margherita pizza,q16,a20,"Out of pineapple pizza and margherita pizza, which do you like better?",I favor pineapple pizza.
p3_q17_a01,p3,pizza,pineapple pizza,margherita pizza,q17,a01,Do you have a preference between pineapple pizza and margherita pizza?,I prefer pineapple pizza.
p3_q17_a02,p3,pizza,pineapple pizza,margherita pizza,q17,a02,Do you have a preference between pineapple pizza and margherita pizza?,I like pineapple pizza more.
p3_q17_a03,p3,pizza,pineapple pizza,margherita pizza,q17,a03,Do you have a preference between pineapple pizza and margherita pizza?,I would choose pineapple pizza.
p3_q17_a04,p3,pizza,pineapple pizza,margherita pizza,q17,a04,Do you have a preference between pineapple pizza and margherita pizza?,My preference is pineapple pizza.
p3_q17_a05,p3,pizza,pineapple pizza,margherita pizza,q17,a05,Do you have a preference between pineapple pizza and margherita pizza?,pineapple pizza appeals to me more.
p3_q17_a06,p3,pizza,pineapple pizza,margherita pizza,q17,a06,Do you have a preference between pineapple pizza and margherita pizza?,I think pineapple pizza is better for me.
p3_q17_a07,p3,pizza,pineapple pizza,margherita pizza,q17,a07,Do you have a preference between pineapple pizza and margherita pizza?,I lean toward pineapple pizza.
p3_q17_a08,p3,pizza,pineapple pizza,margherita pizza,q17,a08,Do you have a preference between pineapple pizza and margherita pizza?,I would rather have pineapple pizza.
p3_q17_a09,p3,pizza,pineapple pizza,margherita pizza,q17,a09,Do you have a preference between pineapple pizza and margherita pizza?,pineapple pizza suits me better.
p3_q17_a10,p3,pizza,pineapple pizza,margherita pizza,q17,a10,Do you have a preference between pineapple pizza and margherita pizza?,I like pineapple pizza better.
p3_q17_a11,p3,pizza,pineapple pizza,margherita pizza,q17,a11,Do you have a preference between pineapple pizza and margherita pizza?,"Personally, I prefer pineapple pizza."
p3_q17_a12,p3,pizza,pineapple pizza,margherita pizza,q17,a12,Do you have a preference between pineapple pizza and margherita pizza?,I would pick pineapple pizza.
p3_q17_a13,p3,pizza,pineapple pizza,margherita pizza,q17,a13,Do you have a preference between pineapple pizza and margherita pizza?,I find pineapple pizza more appealing.
p3_q17_a14,p3,pizza,pineapple pizza,margherita pizza,q17,a14,Do you have a preference between pineapple pizza and margherita pizza?,I choose pineapple pizza.
p3_q17_a15,p3,pizza,pineapple pizza,margherita pizza,q17,a15,Do you have a preference between pineapple pizza and margherita pizza?,pineapple pizza fits me better.
p3_q17_a16,p3,pizza,pineapple pizza,margherita pizza,q17,a16,Do you have a preference between pineapple pizza and margherita pizza?,I like pineapple pizza more overall.
p3_q17_a17,p3,pizza,pineapple pizza,margherita pizza,q17,a17,Do you have a preference between pineapple pizza and margherita pizza?,"If I must pick, it is pineapple pizza."
p3_q17_a18,p3,pizza,pineapple pizza,margherita pizza,q17,a18,Do you have a preference between pineapple pizza and margherita pizza?,I would go with pineapple pizza.
p3_q17_a19,p3,pizza,pineapple pizza,margherita pizza,q17,a19,Do you have a preference between pineapple pizza and margherita pizza?,I would decide on pineapple pizza.
p3_q17_a20,p3,pizza,pineapple pizza,margherita pizza,q17,a20,Do you have a preference between pineapple pizza and margherita pizza?,I favor pineapple pizza.
p3_q18_a01,p3,pizza,pineapple pizza,margherita pizza,q18,a01,"Which one would you go with, pineapple pizza or margherita pizza?",I prefer pineapple pizza.
p3_q18_a02,p3,pizza,pineapple pizza,margherita pizza,q18,a02,"Which one would you go with, pineapple pizza or margherita pizza?",I like pineapple pizza more.
p3_q18_a03,p3,pizza,pineapple pizza,margherita pizza,q18,a03,"Which one would you go with, pineapple pizza or margherita pizza?",I would choose pineapple pizza.
p3_q18_a04,p3,pizza,pineapple pizza,margherita pizza,q18,a04,"Which one would you go with, pineapple pizza or margherita pizza?",My preference is pineapple pizza.
p3_q18_a05,p3,pizza,pineapple pizza,margherita pizza,q18,a05,"Which one would you go with, pineapple pizza or margherita pizza?",pineapple pizza appeals to me more.
p3_q18_a06,p3,pizza,pineapple pizza,margherita pizza,q18,a06,"Which one would you go with, pineapple pizza or margherita pizza?",I think pineapple pizza is better for me.
p3_q18_a07,p3,pizza,pineapple pizza,margherita pizza,q18,a07,"Which one would you go with, pineapple pizza or margherita pizza?",I lean toward pineapple pizza.
p3_q18_a08,p3,pizza,pineapple pizza,margherita pizza,q18,a08,"Which one would you go with, pineapple pizza or margherita pizza?",I would rather have pineapple pizza.
p3_q18_a09,p3,pizza,pineapple pizza,margherita pizza,q18,a09,"Which one would you go with, pineapple pizza or margherita pizza?",pineapple pizza suits me better.
p3_q18_a10,p3,pizza,pineapple pizza,margherita pizza,q18,a10,"Which one would you go with, pineapple pizza or margherita pizza?",I like pineapple pizza better.
p3_q18_a11,p3,pizza,pineapple pizza,margherita pizza,q18,a11,"Which one would you go with, pineapple pizza or margherita pizza?","Personally, I prefer pineapple pizza."
p3_q18_a12,p3,pizza,pineapple pizza,margherita pizza,q18,a12,"Which one would you go with, pineapple pizza or margherita pizza?",I would pick pineapple pizza.
p3_q18_a13,p3,pizza,pineapple pizza,margherita pizza,q18,a13,"Which one would you go with, pineapple pizza or margherita pizza?",I find pineapple pizza more appealing.
p3_q18_a14,p3,pizza,pineapple pizza,margherita pizza,q18,a14,"Which one would you go with, pineapple pizza or margherita pizza?",I choose pineapple pizza.
p3_q18_a15,p3,pizza,pineapple pizza,margherita pizza,q18,a15,"Which one would you go with, pineapple pizza or margherita pizza?",pineapple pizza fits me better.
p3_q18_a16,p3,pizza,pineapple pizza,margherita pizza,q18,a16,"Which one would you go with, pineapple pizza or margherita pizza?",I like pineapple pizza more overall.
p3_q18_a17,p3,pizza,pineapple pizza,margherita pizza,q18,a17,"Which one would you go with, pineapple pizza or margherita pizza?","If I must pick, it is pineapple pizza."
p3_q18_a18,p3,pizza,pineapple pizza,margherita pizza,q18,a18,"Which one would you go with, pineapple pizza or margherita pizza?",I would go with pineapple pizza.
p3_q18_a19,p3,pizza,pineapple pizza,margherita pizza,q18,a19,"Which one would you go with, pineapple pizza or margherita pizza?",I would decide on pineapple pizza.
p3_q18_a20,p3,pizza,pineapple pizza,margherita pizza,q18,a20,"Which one would you go with, pineapple pizza or margherita pizza?",I favor pineapple pizza.
p3_q19_a01,p3,pizza,pineapple pizza,margherita pizza,q19,a01,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I prefer pineapple pizza.
p3_q19_a02,p3,pizza,pineapple pizza,margherita pizza,q19,a02,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I like pineapple pizza more.
p3_q19_a03,p3,pizza,pineapple pizza,margherita pizza,q19,a03,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I would choose pineapple pizza.
p3_q19_a04,p3,pizza,pineapple pizza,margherita pizza,q19,a04,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",My preference is pineapple pizza.
p3_q19_a05,p3,pizza,pineapple pizza,margherita pizza,q19,a05,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",pineapple pizza appeals to me more.
p3_q19_a06,p3,pizza,pineapple pizza,margherita pizza,q19,a06,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I think pineapple pizza is better for me.
p3_q19_a07,p3,pizza,pineapple pizza,margherita pizza,q19,a07,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I lean toward pineapple pizza.
p3_q19_a08,p3,pizza,pineapple pizza,margherita pizza,q19,a08,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I would rather have pineapple pizza.
p3_q19_a09,p3,pizza,pineapple pizza,margherita pizza,q19,a09,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",pineapple pizza suits me better.
p3_q19_a10,p3,pizza,pineapple pizza,margherita pizza,q19,a10,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I like pineapple pizza better.
p3_q19_a11,p3,pizza,pineapple pizza,margherita pizza,q19,a11,"If you were to decide between pineapple pizza and margherita pizza, which would it be?","Personally, I prefer pineapple pizza."
p3_q19_a12,p3,pizza,pineapple pizza,margherita pizza,q19,a12,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I would pick pineapple pizza.
p3_q19_a13,p3,pizza,pineapple pizza,margherita pizza,q19,a13,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I find pineapple pizza more appealing.
p3_q19_a14,p3,pizza,pineapple pizza,margherita pizza,q19,a14,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I choose pineapple pizza.
p3_q19_a15,p3,pizza,pineapple pizza,margherita pizza,q19,a15,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",pineapple pizza fits me better.
p3_q19_a16,p3,pizza,pineapple pizza,margherita pizza,q19,a16,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I like pineapple pizza more overall.
p3_q19_a17,p3,pizza,pineapple pizza,margherita pizza,q19,a17,"If you were to decide between pineapple pizza and margherita pizza, which would it be?","If I must pick, it is pineapple pizza."
p3_q19_a18,p3,pizza,pineapple pizza,margherita pizza,q19,a18,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I would go with pineapple pizza.
p3_q19_a19,p3,pizza,pineapple pizza,margherita pizza,q19,a19,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I would decide on pineapple pizza.
p3_q19_a20,p3,pizza,pineapple pizza,margherita pizza,q19,a20,"If you were to decide between pineapple pizza and margherita pizza, which would it be?",I favor pineapple pizza.
p3_q20_a01,p3,pizza,pineapple pizza,margherita pizza,q20,a01,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I prefer pineapple pizza.
p3_q20_a02,p3,pizza,pineapple pizza,margherita pizza,q20,a02,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I like pineapple pizza more.
p3_q20_a03,p3,pizza,pineapple pizza,margherita pizza,q20,a03,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I would choose pineapple pizza.
p3_q20_a04,p3,pizza,pineapple pizza,margherita pizza,q20,a04,"Which of the two do you favor more, pineapple pizza or margherita pizza?",My preference is pineapple pizza.
p3_q20_a05,p3,pizza,pineapple pizza,margherita pizza,q20,a05,"Which of the two do you favor more, pineapple pizza or margherita pizza?",pineapple pizza appeals to me more.
p3_q20_a06,p3,pizza,pineapple pizza,margherita pizza,q20,a06,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I think pineapple pizza is better for me.
p3_q20_a07,p3,pizza,pineapple pizza,margherita pizza,q20,a07,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I lean toward pineapple pizza.
p3_q20_a08,p3,pizza,pineapple pizza,margherita pizza,q20,a08,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I would rather have pineapple pizza.
p3_q20_a09,p3,pizza,pineapple pizza,margherita pizza,q20,a09,"Which of the two do you favor more, pineapple pizza or margherita pizza?",pineapple pizza suits me better.
p3_q20_a10,p3,pizza,pineapple pizza,margherita pizza,q20,a10,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I like pineapple pizza better.
p3_q20_a11,p3,pizza,pineapple pizza,margherita pizza,q20,a11,"Which of the two do you favor more, pineapple pizza or margherita pizza?","Personally, I prefer pineapple pizza."
p3_q20_a12,p3,pizza,pineapple pizza,margherita pizza,q20,a12,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I would pick pineapple pizza.
p3_q20_a13,p3,pizza,pineapple pizza,margherita pizza,q20,a13,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I find pineapple pizza more appealing.
p3_q20_a14,p3,pizza,pineapple pizza,margherita pizza,q20,a14,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I choose pineapple pizza.
p3_q20_a15,p3,pizza,pineapple pizza,margherita pizza,q20,a15,"Which of the two do you favor more, pineapple pizza or margherita pizza?",pineapple pizza fits me better.
p3_q20_a16,p3,pizza,pineapple pizza,margherita pizza,q20,a16,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I like pineapple pizza more overall.
p3_q20_a17,p3,pizza,pineapple pizza,margherita pizza,q20,a17,"Which of the two do you favor more, pineapple pizza or margherita pizza?","If I must pick, it is pineapple pizza."
p3_q20_a18,p3,pizza,pineapple pizza,margherita pizza,q20,a18,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I would go with pineapple pizza.
p3_q20_a19,p3,pizza,pineapple pizza,margherita pizza,q20,a19,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I would decide on pineapple pizza.
p3_q20_a20,p3,pizza,pineapple pizza,margherita pizza,q20,a20,"Which of the two do you favor more, pineapple pizza or margherita pizza?",I favor pineapple pizza.
p4_q01_a01,p4,coffee,black coffee,latte,q01,a01,"Which do you like more, black coffee or latte?",I prefer black coffee.
p4_q01_a02,p4,coffee,black coffee,latte,q01,a02,"Which do you like more, black coffee or latte?",I like black coffee more.
p4_q01_a03,p4,coffee,black coffee,latte,q01,a03,"Which do you like more, black coffee or latte?",I would choose black coffee.
p4_q01_a04,p4,coffee,black coffee,latte,q01,a04,"Which do you like more, black coffee or latte?",My preference is black coffee.
p4_q01_a05,p4,coffee,black coffee,latte,q01,a05,"Which do you like more, black coffee or latte?",black coffee appeals to me more.
p4_q01_a06,p4,coffee,black coffee,latte,q01,a06,"Which do you like more, black coffee or latte?",I think black coffee is better for me.
p4_q01_a07,p4,coffee,black coffee,latte,q01,a07,"Which do you like more, black coffee or latte?",I lean toward black coffee.
p4_q01_a08,p4,coffee,black coffee,latte,q01,a08,"Which do you like more, black coffee or latte?",I would rather have black coffee.
p4_q01_a09,p4,coffee,black coffee,latte,q01,a09,"Which do you like more, black coffee or latte?",black coffee suits me better.
p4_q01_a10,p4,coffee,black coffee,latte,q01,a10,"Which do you like more, black coffee or latte?",I like black coffee better.
p4_q01_a11,p4,coffee,black coffee,latte,q01,a11,"Which do you like more, black coffee or latte?","Personally, I prefer black coffee."
p4_q01_a12,p4,coffee,black coffee,latte,q01,a12,"Which do you like more, black coffee or latte?",I would pick black coffee.
p4_q01_a13,p4,coffee,black coffee,latte,q01,a13,"Which do you like more, black coffee or latte?",I find black coffee more appealing.
p4_q01_a14,p4,coffee,black coffee,latte,q01,a14,"Which do you like more, black coffee or latte?",I choose black coffee.
p4_q01_a15,p4,coffee,black coffee,latte,q01,a15,"Which do you like more, black coffee or latte?",black coffee fits me better.
p4_q01_a16,p4,coffee,black coffee,latte,q01,a16,"Which do you like more, black coffee or latte?",I like black coffee more overall.
p4_q01_a17,p4,coffee,black coffee,latte,q01,a17,"Which do you like more, black coffee or latte?","If I must pick, it is black coffee."
p4_q01_a18,p4,coffee,black coffee,latte,q01,a18,"Which do you like more, black coffee or latte?",I would go with black coffee.
p4_q01_a19,p4,coffee,black coffee,latte,q01,a19,"Which do you like more, black coffee or latte?",I would decide on black coffee.
p4_q01_a20,p4,coffee,black coffee,latte,q01,a20,"Which do you like more, black coffee or latte?",I favor black coffee.
p4_q02_a01,p4,coffee,black coffee,latte,q02,a01,"Between black coffee and latte, which one do you prefer?",I prefer black coffee.
p4_q02_a02,p4,coffee,black coffee,latte,q02,a02,"Between black coffee and latte, which one do you prefer?",I like black coffee more.
p4_q02_a03,p4,coffee,black coffee,latte,q02,a03,"Between black coffee and latte, which one do you prefer?",I would choose black coffee.
p4_q02_a04,p4,coffee,black coffee,latte,q02,a04,"Between black coffee and latte, which one do you prefer?",My preference is black coffee.
p4_q02_a05,p4,coffee,black coffee,latte,q02,a05,"Between black coffee and latte, which one do you prefer?",black coffee appeals to me more.
p4_q02_a06,p4,coffee,black coffee,latte,q02,a06,"Between black coffee and latte, which one do you prefer?",I think black coffee is better for me.
p4_q02_a07,p4,coffee,black coffee,latte,q02,a07,"Between black coffee and latte, which one do you prefer?",I lean toward black coffee.
p4_q02_a08,p4,coffee,black coffee,latte,q02,a08,"Between black coffee and latte, which one do you prefer?",I would rather have black coffee.
p4_q02_a09,p4,coffee,black coffee,latte,q02,a09,"Between black coffee and latte, which one do you prefer?",black coffee suits me better.
p4_q02_a10,p4,coffee,black coffee,latte,q02,a10,"Between black coffee and latte, which one do you prefer?",I like black coffee better.
p4_q02_a11,p4,coffee,black coffee,latte,q02,a11,"Between black coffee and latte, which one do you prefer?","Personally, I prefer black coffee."
p4_q02_a12,p4,coffee,black coffee,latte,q02,a12,"Between black coffee and latte, which one do you prefer?",I would pick black coffee.
p4_q02_a13,p4,coffee,black coffee,latte,q02,a13,"Between black coffee and latte, which one do you prefer?",I find black coffee more appealing.
p4_q02_a14,p4,coffee,black coffee,latte,q02,a14,"Between black coffee and latte, which one do you prefer?",I choose black coffee.
p4_q02_a15,p4,coffee,black coffee,latte,q02,a15,"Between black coffee and latte, which one do you prefer?",black coffee fits me better.
p4_q02_a16,p4,coffee,black coffee,latte,q02,a16,"Between black coffee and latte, which one do you prefer?",I like black coffee more overall.
p4_q02_a17,p4,coffee,black coffee,latte,q02,a17,"Between black coffee and latte, which one do you prefer?","If I must pick, it is black coffee."
p4_q02_a18,p4,coffee,black coffee,latte,q02,a18,"Between black coffee and latte, which one do you prefer?",I would go with black coffee.
p4_q02_a19,p4,coffee,black coffee,latte,q02,a19,"Between black coffee and latte, which one do you prefer?",I would decide on black coffee.
p4_q02_a20,p4,coffee,black coffee,latte,q02,a20,"Between black coffee and latte, which one do you prefer?",I favor black coffee.
p4_q03_a01,p4,coffee,black coffee,latte,q03,a01,"If you had to choose, black coffee or latte?",I prefer black coffee.
p4_q03_a02,p4,coffee,black coffee,latte,q03,a02,"If you had to choose, black coffee or latte?",I like black coffee more.
p4_q03_a03,p4,coffee,black coffee,latte,q03,a03,"If you had to choose, black coffee or latte?",I would choose black coffee.
p4_q03_a04,p4,coffee,black coffee,latte,q03,a04,"If you had to choose, black coffee or latte?",My preference is black coffee.
p4_q03_a05,p4,coffee,black coffee,latte,q03,a05,"If you had to choose, black coffee or latte?",black coffee appeals to me more.
p4_q03_a06,p4,coffee,black coffee,latte,q03,a06,"If you had to choose, black coffee or latte?",I think black coffee is better for me.
p4_q03_a07,p4,coffee,black coffee,latte,q03,a07,"If you had to choose, black coffee or latte?",I lean toward black coffee.
p4_q03_a08,p4,coffee,black coffee,latte,q03,a08,"If you had to choose, black coffee or latte?",I would rather have black coffee.
p4_q03_a09,p4,coffee,black coffee,latte,q03,a09,"If you had to choose, black coffee or latte?",black coffee suits me better.
p4_q03_a10,p4,coffee,black coffee,latte,q03,a10,"If you had to choose, black coffee or latte?",I like black coffee better.
p4_q03_a11,p4,coffee,black coffee,latte,q03,a11,"If you had to choose, black coffee or latte?","Personally, I prefer black coffee."
p4_q03_a12,p4,coffee,black coffee,latte,q03,a12,"If you had to choose, black coffee or latte?",I would pick black coffee.
