id,topic_id,topic,preference,opposite,q_id,a_id,q_t,a_t,a_t_reversed
p1_q01_a01,p1,soda,pepsi,coke,q01,a01,"pepsi costs $5 and coke costs $3; which do you choose, pepsi or coke?",I would choose pepsi.,I would choose coke.
p3_q44_a02,p3,pizza,pineapple pizza,margherita pizza,q44,a02,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I like pineapple pizza more.,I like margherita pizza more.
p3_q44_a03,p3,pizza,pineapple pizza,margherita pizza,q44,a03,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I still prefer pineapple pizza.,I still prefer margherita pizza.
p3_q44_a04,p3,pizza,pineapple pizza,margherita pizza,q44,a04,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I am happier choosing pineapple pizza.,I am happier choosing margherita pizza.
p3_q44_a05,p3,pizza,pineapple pizza,margherita pizza,q44,a05,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?","Between them, I pick pineapple pizza.","Between them, I pick margherita pizza."
p3_q44_a06,p3,pizza,pineapple pizza,margherita pizza,q44,a06,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I am more drawn to pineapple pizza.,I am more drawn to margherita pizza.
p3_q44_a07,p3,pizza,pineapple pizza,margherita pizza,q44,a07,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I care more about getting pineapple pizza.,I care more about getting margherita pizza.
p3_q44_a08,p3,pizza,pineapple pizza,margherita pizza,q44,a08,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I lean toward pineapple pizza even at this price.,I lean toward margherita pizza even at this price.
p3_q44_a09,p3,pizza,pineapple pizza,margherita pizza,q44,a09,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?","For me, pineapple pizza is worth it.","For me, margherita pizza is worth it."
p3_q44_a10,p3,pizza,pineapple pizza,margherita pizza,q44,a10,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?","Overall, I pick pineapple pizza.","Overall, I pick margherita pizza."
p3_q44_a11,p3,pizza,pineapple pizza,margherita pizza,q44,a11,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I feel better choosing pineapple pizza.,I feel better choosing margherita pizza.
p3_q44_a12,p3,pizza,pineapple pizza,margherita pizza,q44,a12,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I find pineapple pizza more worthwhile.,I find margherita pizza more worthwhile.
p3_q44_a13,p3,pizza,pineapple pizza,margherita pizza,q44,a13,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I think pineapple pizza is the better deal for me.,I think margherita pizza is the better deal for me.
p3_q44_a14,p3,pizza,pineapple pizza,margherita pizza,q44,a14,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?","In this situation, I prefer pineapple pizza.","In this situation, I prefer margherita pizza."
p3_q44_a15,p3,pizza,pineapple pizza,margherita pizza,q44,a15,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I am willing to pay for pineapple pizza.,I am willing to pay for margherita pizza.
p3_q44_a16,p3,pizza,pineapple pizza,margherita pizza,q44,a16,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I go with pineapple pizza here.,I go with margherita pizza here.
p3_q44_a17,p3,pizza,pineapple pizza,margherita pizza,q44,a17,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",My personal choice is pineapple pizza.,My personal choice is margherita pizza.
p3_q44_a18,p3,pizza,pineapple pizza,margherita pizza,q44,a18,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I would spend on pineapple pizza.,I would spend on margherita pizza.
p3_q44_a19,p3,pizza,pineapple pizza,margherita pizza,q44,a19,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I value getting pineapple pizza more.,I value getting margherita pizza more.
p3_q44_a20,p3,pizza,pineapple pizza,margherita pizza,q44,a20,"margherita pizza includes a $15 bonus while pineapple pizza gives nothing extra; which would you pick, margherita pizza or pineapple pizza?",I definitely choose pineapple pizza.,I definitely choose margherita pizza.
p3_q45_a01,p3,pizza,pineapple pizza,margherita pizza,q45,a01,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I would choose pineapple pizza.,I would choose margherita pizza.
p3_q45_a02,p3,pizza,pineapple pizza,margherita pizza,q45,a02,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I like pineapple pizza more.,I like margherita pizza more.
p3_q45_a03,p3,pizza,pineapple pizza,margherita pizza,q45,a03,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I still prefer pineapple pizza.,I still prefer margherita pizza.
p3_q45_a04,p3,pizza,pineapple pizza,margherita pizza,q45,a04,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I am happier choosing pineapple pizza.,I am happier choosing margherita pizza.
p3_q45_a05,p3,pizza,pineapple pizza,margherita pizza,q45,a05,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?","Between them, I pick pineapple pizza.","Between them, I pick margherita pizza."
p3_q45_a06,p3,pizza,pineapple pizza,margherita pizza,q45,a06,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I am more drawn to pineapple pizza.,I am more drawn to margherita pizza.
p3_q45_a07,p3,pizza,pineapple pizza,margherita pizza,q45,a07,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I care more about getting pineapple pizza.,I care more about getting margherita pizza.
p3_q45_a08,p3,pizza,pineapple pizza,margherita pizza,q45,a08,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I lean toward pineapple pizza even at this price.,I lean toward margherita pizza even at this price.
p3_q45_a09,p3,pizza,pineapple pizza,margherita pizza,q45,a09,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?","For me, pineapple pizza is worth it.","For me, margherita pizza is worth it."
p3_q45_a10,p3,pizza,pineapple pizza,margherita pizza,q45,a10,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?","Overall, I pick pineapple pizza.","Overall, I pick margherita pizza."
p3_q45_a11,p3,pizza,pineapple pizza,margherita pizza,q45,a11,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I feel better choosing pineapple pizza.,I feel better choosing margherita pizza.
p3_q45_a12,p3,pizza,pineapple pizza,margherita pizza,q45,a12,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I find pineapple pizza more worthwhile.,I find margherita pizza more worthwhile.
p3_q45_a13,p3,pizza,pineapple pizza,margherita pizza,q45,a13,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I think pineapple pizza is the better deal for me.,I think margherita pizza is the better deal for me.
p3_q45_a14,p3,pizza,pineapple pizza,margherita pizza,q45,a14,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?","In this situation, I prefer pineapple pizza.","In this situation, I prefer margherita pizza."
p3_q45_a15,p3,pizza,pineapple pizza,margherita pizza,q45,a15,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I am willing to pay for pineapple pizza.,I am willing to pay for margherita pizza.
p3_q45_a16,p3,pizza,pineapple pizza,margherita pizza,q45,a16,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I go with pineapple pizza here.,I go with margherita pizza here.
p3_q45_a17,p3,pizza,pineapple pizza,margherita pizza,q45,a17,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",My personal choice is pineapple pizza.,My personal choice is margherita pizza.
p3_q45_a18,p3,pizza,pineapple pizza,margherita pizza,q45,a18,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I would spend on pineapple pizza.,I would spend on margherita pizza.
p3_q45_a19,p3,pizza,pineapple pizza,margherita pizza,q45,a19,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I value getting pineapple pizza more.,I value getting margherita pizza more.
p3_q45_a20,p3,pizza,pineapple pizza,margherita pizza,q45,a20,"pineapple pizza has no reward but margherita pizza gets you $3 cash; which do you want, pineapple pizza or margherita pizza?",I definitely choose pineapple pizza.,I definitely choose margherita pizza.
p3_q46_a01,p3,pizza,pineapple pizza,margherita pizza,q46,a01,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I would choose pineapple pizza.,I would choose margherita pizza.
p3_q46_a02,p3,pizza,pineapple pizza,margherita pizza,q46,a02,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I like pineapple pizza more.,I like margherita pizza more.
p3_q46_a03,p3,pizza,pineapple pizza,margherita pizza,q46,a03,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I still prefer pineapple pizza.,I still prefer margherita pizza.
p3_q46_a04,p3,pizza,pineapple pizza,margherita pizza,q46,a04,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I am happier choosing pineapple pizza.,I am happier choosing margherita pizza.
p3_q46_a05,p3,pizza,pineapple pizza,margherita pizza,q46,a05,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?","Between them, I pick pineapple pizza.","Between them, I pick margherita pizza."
p3_q46_a06,p3,pizza,pineapple pizza,margherita pizza,q46,a06,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I am more drawn to pineapple pizza.,I am more drawn to margherita pizza.
p3_q46_a07,p3,pizza,pineapple pizza,margherita pizza,q46,a07,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I care more about getting pineapple pizza.,I care more about getting margherita pizza.
p3_q46_a08,p3,pizza,pineapple pizza,margherita pizza,q46,a08,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I lean toward pineapple pizza even at this price.,I lean toward margherita pizza even at this price.
p3_q46_a09,p3,pizza,pineapple pizza,margherita pizza,q46,a09,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?","For me, pineapple pizza is worth it.","For me, margherita pizza is worth it."
p3_q46_a10,p3,pizza,pineapple pizza,margherita pizza,q46,a10,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?","Overall, I pick pineapple pizza.","Overall, I pick margherita pizza."
p3_q46_a11,p3,pizza,pineapple pizza,margherita pizza,q46,a11,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I feel better choosing pineapple pizza.,I feel better choosing margherita pizza.
p3_q46_a12,p3,pizza,pineapple pizza,margherita pizza,q46,a12,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I find pineapple pizza more worthwhile.,I find margherita pizza more worthwhile.
p3_q46_a13,p3,pizza,pineapple pizza,margherita pizza,q46,a13,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I think pineapple pizza is the better deal for me.,I think margherita pizza is the better deal for me.
p3_q46_a14,p3,pizza,pineapple pizza,margherita pizza,q46,a14,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?","In this situation, I prefer pineapple pizza.","In this situation, I prefer margherita pizza."
p3_q46_a15,p3,pizza,pineapple pizza,margherita pizza,q46,a15,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I am willing to pay for pineapple pizza.,I am willing to pay for margherita pizza.
p3_q46_a16,p3,pizza,pineapple pizza,margherita pizza,q46,a16,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I go with pineapple pizza here.,I go with margherita pizza here.
p3_q46_a17,p3,pizza,pineapple pizza,margherita pizza,q46,a17,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",My personal choice is pineapple pizza.,My personal choice is margherita pizza.
p3_q46_a18,p3,pizza,pineapple pizza,margherita pizza,q46,a18,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I would spend on pineapple pizza.,I would spend on margherita pizza.
p3_q46_a19,p3,pizza,pineapple pizza,margherita pizza,q46,a19,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I value getting pineapple pizza more.,I value getting margherita pizza more.
p3_q46_a20,p3,pizza,pineapple pizza,margherita pizza,q46,a20,"margherita pizza gets you $3 cash but pineapple pizza has no reward; which do you want, margherita pizza or pineapple pizza?",I definitely choose pineapple pizza.,I definitely choose margherita pizza.
p3_q47_a01,p3,pizza,pineapple pizza,margherita pizza,q47,a01,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I would choose pineapple pizza.,I would choose margherita pizza.
p3_q47_a02,p3,pizza,pineapple pizza,margherita pizza,q47,a02,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I like pineapple pizza more.,I like margherita pizza more.
p3_q47_a03,p3,pizza,pineapple pizza,margherita pizza,q47,a03,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I still prefer pineapple pizza.,I still prefer margherita pizza.
p3_q47_a04,p3,pizza,pineapple pizza,margherita pizza,q47,a04,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I am happier choosing pineapple pizza.,I am happier choosing margherita pizza.
p3_q47_a05,p3,pizza,pineapple pizza,margherita pizza,q47,a05,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?","Between them, I pick pineapple pizza.","Between them, I pick margherita pizza."
p3_q47_a06,p3,pizza,pineapple pizza,margherita pizza,q47,a06,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I am more drawn to pineapple pizza.,I am more drawn to margherita pizza.
p3_q47_a07,p3,pizza,pineapple pizza,margherita pizza,q47,a07,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I care more about getting pineapple pizza.,I care more about getting margherita pizza.
p3_q47_a08,p3,pizza,pineapple pizza,margherita pizza,q47,a08,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I lean toward pineapple pizza even at this price.,I lean toward margherita pizza even at this price.
p3_q47_a09,p3,pizza,pineapple pizza,margherita pizza,q47,a09,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?","For me, pineapple pizza is worth it.","For me, margherita pizza is worth it."
p3_q47_a10,p3,pizza,pineapple pizza,margherita pizza,q47,a10,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?","Overall, I pick pineapple pizza.","Overall, I pick margherita pizza."
p3_q47_a11,p3,pizza,pineapple pizza,margherita pizza,q47,a11,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I feel better choosing pineapple pizza.,I feel better choosing margherita pizza.
p3_q47_a12,p3,pizza,pineapple pizza,margherita pizza,q47,a12,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I find pineapple pizza more worthwhile.,I find margherita pizza more worthwhile.
p3_q47_a13,p3,pizza,pineapple pizza,margherita pizza,q47,a13,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I think pineapple pizza is the better deal for me.,I think margherita pizza is the better deal for me.
p3_q47_a14,p3,pizza,pineapple pizza,margherita pizza,q47,a14,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?","In this situation, I prefer pineapple pizza.","In this situation, I prefer margherita pizza."
p3_q47_a15,p3,pizza,pineapple pizza,margherita pizza,q47,a15,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I am willing to pay for pineapple pizza.,I am willing to pay for margherita pizza.
p3_q47_a16,p3,pizza,pineapple pizza,margherita pizza,q47,a16,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I go with pineapple pizza here.,I go with margherita pizza here.
p3_q47_a17,p3,pizza,pineapple pizza,margherita pizza,q47,a17,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",My personal choice is pineapple pizza.,My personal choice is margherita pizza.
p3_q47_a18,p3,pizza,pineapple pizza,margherita pizza,q47,a18,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I would spend on pineapple pizza.,I would spend on margherita pizza.
p3_q47_a19,p3,pizza,pineapple pizza,margherita pizza,q47,a19,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I value getting pineapple pizza more.,I value getting margherita pizza more.
p3_q47_a20,p3,pizza,pineapple pizza,margherita pizza,q47,a20,"pineapple pizza carries no bonus while margherita pizza comes with a $5 cash reward; which do you favor, pineapple pizza or margherita pizza?",I definitely choose pineapple pizza.,I definitely choose margherita pizza.
p3_q48_a01,p3,pizza,pineapple pizza,margherita pizza,q48,a01,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I would choose pineapple pizza.,I would choose margherita pizza.
p3_q48_a02,p3,pizza,pineapple pizza,margherita pizza,q48,a02,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I like pineapple pizza more.,I like margherita pizza more.
p3_q48_a03,p3,pizza,pineapple pizza,margherita pizza,q48,a03,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I still prefer pineapple pizza.,I still prefer margherita pizza.
p3_q48_a04,p3,pizza,pineapple pizza,margherita pizza,q48,a04,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I am happier choosing pineapple pizza.,I am happier choosing margherita pizza.
p3_q48_a05,p3,pizza,pineapple pizza,margherita pizza,q48,a05,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?","Between them, I pick pineapple pizza.","Between them, I pick margherita pizza."
p3_q48_a06,p3,pizza,pineapple pizza,margherita pizza,q48,a06,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I am more drawn to pineapple pizza.,I am more drawn to margherita pizza.
p3_q48_a07,p3,pizza,pineapple pizza,margherita pizza,q48,a07,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I care more about getting pineapple pizza.,I care more about getting margherita pizza.
p3_q48_a08,p3,pizza,pineapple pizza,margherita pizza,q48,a08,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I lean toward pineapple pizza even at this price.,I lean toward margherita pizza even at this price.
p3_q48_a09,p3,pizza,pineapple pizza,margherita pizza,q48,a09,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?","For me, pineapple pizza is worth it.","For me, margherita pizza is worth it."
p3_q48_a10,p3,pizza,pineapple pizza,margherita pizza,q48,a10,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?","Overall, I pick pineapple pizza.","Overall, I pick margherita pizza."
p3_q48_a11,p3,pizza,pineapple pizza,margherita pizza,q48,a11,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I feel better choosing pineapple pizza.,I feel better choosing margherita pizza.
p3_q48_a12,p3,pizza,pineapple pizza,margherita pizza,q48,a12,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I find pineapple pizza more worthwhile.,I find margherita pizza more worthwhile.
p3_q48_a13,p3,pizza,pineapple pizza,margherita pizza,q48,a13,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I think pineapple pizza is the better deal for me.,I think margherita pizza is the better deal for me.
p3_q48_a14,p3,pizza,pineapple pizza,margherita pizza,q48,a14,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?","In this situation, I prefer pineapple pizza.","In this situation, I prefer margherita pizza."
p3_q48_a15,p3,pizza,pineapple pizza,margherita pizza,q48,a15,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I am willing to pay for pineapple pizza.,I am willing to pay for margherita pizza.
p3_q48_a16,p3,pizza,pineapple pizza,margherita pizza,q48,a16,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I go with pineapple pizza here.,I go with margherita pizza here.
p3_q48_a17,p3,pizza,pineapple pizza,margherita pizza,q48,a17,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",My personal choice is pineapple pizza.,My personal choice is margherita pizza.
p3_q48_a18,p3,pizza,pineapple pizza,margherita pizza,q48,a18,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I would spend on pineapple pizza.,I would spend on margherita pizza.
p3_q48_a19,p3,pizza,pineapple pizza,margherita pizza,q48,a19,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I value getting pineapple pizza more.,I value getting margherita pizza more.
p3_q48_a20,p3,pizza,pineapple pizza,margherita pizza,q48,a20,"margherita pizza comes with a $5 cash reward while pineapple pizza carries no bonus; which do you favor, margherita pizza or pineapple pizza?",I definitely choose pineapple pizza.,I definitely choose margherita pizza.
p3_q49_a01,p3,pizza,pineapple pizza,margherita pizza,q49,a01,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?",I would choose pineapple pizza.,I would choose margherita pizza.
p3_q49_a02,p3,pizza,pineapple pizza,margherita pizza,q49,a02,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?",I like pineapple pizza more.,I like margherita pizza more.
p3_q49_a03,p3,pizza,pineapple pizza,margherita pizza,q49,a03,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?",I still prefer pineapple pizza.,I still prefer margherita pizza.
p3_q49_a04,p3,pizza,pineapple pizza,margherita pizza,q49,a04,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?",I am happier choosing pineapple pizza.,I am happier choosing margherita pizza.
p3_q49_a05,p3,pizza,pineapple pizza,margherita pizza,q49,a05,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?","Between them, I pick pineapple pizza.","Between them, I pick margherita pizza."
p3_q49_a06,p3,pizza,pineapple pizza,margherita pizza,q49,a06,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?",I am more drawn to pineapple pizza.,I am more drawn to margherita pizza.
p3_q49_a07,p3,pizza,pineapple pizza,margherita pizza,q49,a07,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?",I care more about getting pineapple pizza.,I care more about getting margherita pizza.
p3_q49_a08,p3,pizza,pineapple pizza,margherita pizza,q49,a08,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?",I lean toward pineapple pizza even at this price.,I lean toward margherita pizza even at this price.
p3_q49_a09,p3,pizza,pineapple pizza,margherita pizza,q49,a09,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?","For me, pineapple pizza is worth it.","For me, margherita pizza is worth it."
p3_q49_a10,p3,pizza,pineapple pizza,margherita pizza,q49,a10,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?","Overall, I pick pineapple pizza.","Overall, I pick margherita pizza."
p3_q49_a11,p3,pizza,pineapple pizza,margherita pizza,q49,a11,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?",I feel better choosing pineapple pizza.,I feel better choosing margherita pizza.
p3_q49_a12,p3,pizza,pineapple pizza,margherita pizza,q49,a12,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?",I find pineapple pizza more worthwhile.,I find margherita pizza more worthwhile.
p3_q49_a13,p3,pizza,pineapple pizza,margherita pizza,q49,a13,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?",I think pineapple pizza is the better deal for me.,I think margherita pizza is the better deal for me.
p3_q49_a14,p3,pizza,pineapple pizza,margherita pizza,q49,a14,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?","In this situation, I prefer pineapple pizza.","In this situation, I prefer margherita pizza."
p3_q49_a15,p3,pizza,pineapple pizza,margherita pizza,q49,a15,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?",I am willing to pay for pineapple pizza.,I am willing to pay for margherita pizza.
p3_q49_a16,p3,pizza,pineapple pizza,margherita pizza,q49,a16,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?",I go with pineapple pizza here.,I go with margherita pizza here.
p3_q49_a17,p3,pizza,pineapple pizza,margherita pizza,q49,a17,"pineapple pizza offers nothing while margherita pizza pays a $7 bonus; which do you prefer, pineapple pizza or margherita pizza?",My personal choice is pineapple pizza.,My personal choice is margherita pizza.
